Time	Open	High	Low	Close	Volume
2007-08-29 08:00:00	2.1332	2.14206	2.13001	2.13518	1717
2007-08-29 12:00:00	2.13532	2.14056	2.13225	2.13706	1899
2007-08-29 16:00:00	2.13703	2.14249	2.13606	2.13946	1931
2007-08-29 20:00:00	2.1394	2.1394	2.13292	2.13751	1903
2007-08-30 00:00:00	2.13751	2.13844	2.13494	2.13828	1909
2007-08-30 04:00:00	2.13833	2.14559	2.13591	2.13759	1922
2007-08-30 08:00:00	2.13738	2.14138	2.1323	2.13311	1892
2007-08-30 12:00:00	2.13302	2.13992	2.12575	2.12956	1934
2007-08-30 16:00:00	2.12943	2.13148	2.12528	2.129	1901
2007-08-30 20:00:00	2.12902	2.13111	2.12563	2.12757	1812
2007-08-31 00:00:00	2.12731	2.13264	2.12625	2.12808	1916
2007-08-31 04:00:00	2.12805	2.13216	2.12387	2.12433	1904
2007-08-31 08:00:00	2.12426	2.13063	2.12032	2.12918	1965
2007-08-31 12:00:00	2.12933	2.13334	2.12218	2.1296	1797
2007-08-31 16:00:00	2.12953	2.13066	2.12592	2.12854	1950
2007-08-31 20:00:00	2.12863	2.13018	2.12762	2.12819	441
2007-09-02 20:00:00	2.12944	2.12944	2.12364	2.12465	1465
2007-09-03 00:00:00	2.12465	2.12614	2.12253	2.12353	1946
2007-09-03 04:00:00	2.12343	2.127	2.12152	2.12667	1909
2007-09-03 08:00:00	2.12668	2.12798	2.12298	2.12366	1789
2007-09-03 12:00:00	2.12366	2.12663	2.12124	2.12346	1953
2007-09-03 16:00:00	2.12358	2.12688	2.12167	2.12439	1837
2007-09-03 20:00:00	2.12457	2.12517	2.12191	2.12289	1895
2007-09-04 00:00:00	2.12327	2.12563	2.12035	2.12526	1894
2007-09-04 04:00:00	2.12517	2.12907	2.12329	2.12798	1945
2007-09-04 08:00:00	2.1279	2.1294	2.11762	2.11978	1946
2007-09-04 12:00:00	2.11978	2.12006	2.11033	2.11033	1791
2007-09-04 16:00:00	2.11026	2.11537	2.11004	2.11318	1945
2007-09-04 20:00:00	2.11331	2.11504	2.10995	2.11358	2010
2007-09-05 00:00:00	2.11369	2.11513	2.11124	2.11401	1990
2007-09-05 04:00:00	2.11394	2.11582	2.1108	2.11153	1937
2007-09-05 08:00:00	2.11146	2.12094	2.11037	2.1179	1801
2007-09-05 12:00:00	2.11794	2.12723	2.11604	2.12424	1915
2007-09-05 16:00:00	2.12437	2.1292	2.1242	2.12787	1945
2007-09-05 20:00:00	2.12819	2.12929	2.12638	2.12773	1937
2007-09-06 00:00:00	2.12772	2.12849	2.12469	2.12645	1939
2007-09-06 04:00:00	2.12633	2.1303	2.12437	2.1298	1988
2007-09-06 08:00:00	2.12964	2.13673	2.12651	2.12951	1944
2007-09-06 12:00:00	2.12967	2.13306	2.12436	2.13146	1816
2007-09-06 16:00:00	2.13147	2.13176	2.12766	2.12933	1941
2007-09-06 20:00:00	2.1294	2.13043	2.12621	2.12788	2010
2007-09-07 00:00:00	2.1276	2.12864	2.12325	2.12848	1849
2007-09-07 04:00:00	2.12841	2.12871	2.12231	2.12293	1867
2007-09-07 08:00:00	2.12286	2.12645	2.12105	2.12478	1899
2007-09-07 12:00:00	2.12471	2.13905	2.12349	2.13878	1939
2007-09-07 16:00:00	2.13861	2.14163	2.13533	2.13827	1943
2007-09-07 20:00:00	2.13823	2.14039	2.13749	2.13947	516
2007-09-09 20:00:00	2.13847	2.14338	2.13682	2.14234	1313
2007-09-10 00:00:00	2.14241	2.14748	2.14184	2.14497	1816
2007-09-10 04:00:00	2.14492	2.14741	2.14065	2.14556	1915
2007-09-10 08:00:00	2.14566	2.14763	2.14148	2.14648	1950
2007-09-10 12:00:00	2.14656	2.14705	2.13541	2.1362	1884
2007-09-10 16:00:00	2.13624	2.13839	2.13163	2.13311	1905
2007-09-10 20:00:00	2.1332	2.13449	2.12973	2.13298	1859
2007-09-11 00:00:00	2.13301	2.13388	2.13003	2.13161	1860
2007-09-11 04:00:00	2.13172	2.1318	2.12152	2.12152	1921
2007-09-11 08:00:00	2.12149	2.12885	2.11709	2.12561	1902
2007-09-11 12:00:00	2.12554	2.1275	2.11678	2.1187	1949
2007-09-11 16:00:00	2.11873	2.11912	2.11364	2.11662	1924
2007-09-11 20:00:00	2.11662	2.11961	2.11629	2.11936	1889
2007-09-12 00:00:00	2.11956	2.1196	2.11433	2.11467	1876
2007-09-12 04:00:00	2.11467	2.12228	2.114	2.11728	1924
2007-09-12 08:00:00	2.11728	2.12135	2.11212	2.11392	1961
2007-09-12 12:00:00	2.11394	2.11514	2.10388	2.10606	1903
2007-09-12 16:00:00	2.10615	2.10635	2.10231	2.10295	1913
2007-09-12 20:00:00	2.10307	2.10466	2.10181	2.10256	1919
2007-09-13 00:00:00	2.10244	2.10383	2.10003	2.10099	1894
2007-09-13 04:00:00	2.10091	2.10179	2.09665	2.09849	1893
2007-09-13 08:00:00	2.09853	2.09977	2.08747	2.0975	1917
2007-09-13 12:00:00	2.0974	2.10007	2.09184	2.09296	1969
2007-09-13 16:00:00	2.09305	2.09911	2.08997	2.09597	1906
2007-09-13 20:00:00	2.09594	2.09738	2.0867	2.09013	1907
2007-09-14 00:00:00	2.09036	2.09152	2.0846	2.08859	2017
2007-09-14 04:00:00	2.0886	2.09087	2.08222	2.0833	2011
2007-09-14 08:00:00	2.08334	2.08466	2.07515	2.07643	1942
2007-09-14 12:00:00	2.07663	2.07693	2.06469	2.06487	1818
2007-09-14 16:00:00	2.06475	2.07013	2.06457	2.06737	1951
2007-09-14 20:00:00	2.06738	2.06908	2.06591	2.06626	441
2007-09-16 20:00:00	2.06426	2.06759	2.06369	2.06759	1528
2007-09-17 00:00:00	2.06785	2.06848	2.06599	2.06702	2051
2007-09-17 04:00:00	2.06698	2.06845	2.04946	2.05179	1929
2007-09-17 08:00:00	2.05169	2.05973	2.0499	2.05502	1826
2007-09-17 12:00:00	2.05492	2.05851	2.05263	2.05301	1954
2007-09-17 16:00:00	2.05309	2.05485	2.04609	2.05022	2004
2007-09-17 20:00:00	2.05037	2.05053	2.04611	2.04884	2006
2007-09-18 00:00:00	2.04876	2.04882	2.03712	2.03864	2012
2007-09-18 04:00:00	2.03861	2.04919	2.0385	2.04784	1995
2007-09-18 08:00:00	2.04795	2.04964	2.04143	2.04491	1944
2007-09-18 12:00:00	2.04477	2.04639	2.03691	2.04388	1839
2007-09-18 16:00:00	2.04388	2.04849	2.03786	2.03915	1958
