Local time,Ask,Bid,AskVolume,BidVolume
04.09.2023 10:10:56.201 GMT+0300,4521.14,4520.6140000000005,0.0027,0.0027
04.09.2023 10:10:56.444 GMT+0300,4521.396,4520.87,0.0027,0.0027
04.09.2023 10:10:56.571 GMT+0300,4521.14,4520.629,0.0027,0.0027
04.09.2023 10:10:57.817 GMT+0300,4521.269,4520.746,0.0027,0.0027
04.09.2023 10:10:58.966 GMT+0300,4521.128,4520.617,0.0027,0.0027
04.09.2023 10:11:02.210 GMT+0300,4521.0070000000005,4520.496,0.0027,0.0027
04.09.2023 10:11:02.405 GMT+0300,4520.887000000001,4520.379,0.0027,0.0027
04.09.2023 10:11:03.243 GMT+0300,4520.628,4520.123,0.0027,0.0027
04.09.2023 10:11:03.569 GMT+0300,4520.881,4520.361,0.0027,0.0027
04.09.2023 10:11:04.240 GMT+0300,4520.637000000001,4520.1140000000005,0.0027,0.0027
04.09.2023 10:11:05.488 GMT+0300,4520.751,4520.231,0.0027,0.0027
04.09.2023 10:11:05.606 GMT+0300,4520.634,4520.12,0.0027,0.0027
04.09.2023 10:11:05.839 GMT+0300,4520.89,4520.373,0.0027,0.0027
04.09.2023 10:11:16.588 GMT+0300,4521.146,4520.629,0.0027,0.0027
04.09.2023 10:11:16.714 GMT+0300,4521.019,4520.49,0.0027,0.0027
04.09.2023 10:11:16.886 GMT+0300,4521.143,4520.6140000000005,0.0027,0.0027
04.09.2023 10:11:18.224 GMT+0300,4520.833,4520.373,0.0027,0.0027
04.09.2023 10:11:22.603 GMT+0300,4520.646,4520.126,0.0027,0.0027
04.09.2023 10:11:22.981 GMT+0300,4520.884,4520.379,0.0027,0.0027
04.09.2023 10:11:27.799 GMT+0300,4521.137000000001,4520.626,0.0027,0.0027
04.09.2023 10:11:30.515 GMT+0300,4520.893,4520.379,0.0027,0.0027
04.09.2023 10:11:32.451 GMT+0300,4521.004,4520.499000000001,0.0027,0.0027
04.09.2023 10:11:32.615 GMT+0300,4521.083,4520.623,0.0027,0.0027
04.09.2023 10:11:33.337 GMT+0300,4521.396,4520.8820000000005,0.0027,0.0027
04.09.2023 10:11:34.229 GMT+0300,4521.128,4520.6140000000005,0.0027,0.0027
04.09.2023 10:11:34.336 GMT+0300,4521.378,4520.861,0.0027,0.0027
04.09.2023 10:11:35.244 GMT+0300,4521.137000000001,4520.629,0.0027,0.0027
04.09.2023 10:11:38.288 GMT+0300,4520.881,4520.373,0.0027,0.0027
04.09.2023 10:11:38.474 GMT+0300,4521.019,4520.493,0.0027,0.0027
04.09.2023 10:11:38.577 GMT+0300,4520.881,4520.376,0.0027,0.0027
04.09.2023 10:11:39.220 GMT+0300,4521.019,4520.49,0.0027,0.0027
04.09.2023 10:11:39.355 GMT+0300,4520.887000000001,4520.3640000000005,0.0027,0.0027
04.09.2023 10:11:40.756 GMT+0300,4521.001,4520.49,0.0027,0.0027
04.09.2023 10:11:41.070 GMT+0300,4520.878,4520.3820000000005,0.0027,0.0027
04.09.2023 10:11:47.935 GMT+0300,4520.637000000001,4520.123,0.0027,0.0027
04.09.2023 10:11:52.641 GMT+0300,4520.881,4520.376,0.0027,0.0027
04.09.2023 10:11:53.694 GMT+0300,4520.583,4520.177000000001,0.0027,0.0027
04.09.2023 10:12:00.966 GMT+0300,4520.7570000000005,4520.237,0.0027,0.0027
04.09.2023 10:12:01.649 GMT+0300,4520.631,4520.117,0.0027,0.0027
04.09.2023 10:12:04.136 GMT+0300,4520.766,4520.24,0.0027,0.0027
04.09.2023 10:12:05.938 GMT+0300,4520.64,4520.111,0.0027,0.0027
04.09.2023 10:12:06.094 GMT+0300,4520.899,4520.3640000000005,0.0027,0.0027
04.09.2023 10:12:07.486 GMT+0300,4521.146,4520.6140000000005,0.0027,0.0027
04.09.2023 10:12:13.361 GMT+0300,4521.39,4520.8820000000005,0.0027,0.0027
04.09.2023 10:12:14.922 GMT+0300,4521.516,4520.984,0.0027,0.0027
04.09.2023 10:12:15.070 GMT+0300,4521.646,4521.111,0.0027,0.0027
04.09.2023 10:12:18.446 GMT+0300,4521.381,4520.8640000000005,0.0027,0.0027
04.09.2023 10:12:20.748 GMT+0300,4521.143,4520.677000000001,0.0027,0.0027
04.09.2023 10:12:20.874 GMT+0300,4521.263,4520.7970000000005,0.0027,0.0027
04.09.2023 10:12:21.017 GMT+0300,4521.387000000001,4520.876,0.0027,0.0027
04.09.2023 10:12:30.400 GMT+0300,4521.149,4520.6320000000005,0.0027,0.0027
04.09.2023 10:12:32.073 GMT+0300,4521.378,4520.873,0.0027,0.0027
04.09.2023 10:12:36.861 GMT+0300,4521.146,4520.677000000001,0.0027,0.0027
04.09.2023 10:12:37.179 GMT+0300,4521.393,4520.867,0.0027,0.0027
04.09.2023 10:12:42.076 GMT+0300,4521.134,4520.62,0.0027,0.0027
04.09.2023 10:12:42.282 GMT+0300,4521.39,4520.876,0.0027,0.0027
04.09.2023 10:13:00.053 GMT+0300,4521.143,4520.626,0.0027,0.0027
04.09.2023 10:13:03.476 GMT+0300,4521.387000000001,4520.867,0.0027,0.0027
04.09.2023 10:13:03.889 GMT+0300,4521.248,4520.74,0.0027,0.0027
04.09.2023 10:13:04.218 GMT+0300,4521.396,4520.87,0.0027,0.0027
04.09.2023 10:13:05.360 GMT+0300,4521.254,4520.749000000001,0.0027,0.0027
04.09.2023 10:13:05.668 GMT+0300,4521.131,4520.629,0.0027,0.0027
04.09.2023 10:13:09.771 GMT+0300,4520.887000000001,4520.367,0.0027,0.0027
04.09.2023 10:13:12.410 GMT+0300,4521.14,4520.677000000001,0.0027,0.0027
04.09.2023 10:13:22.519 GMT+0300,4521.393,4520.861,0.0027,0.0027
04.09.2023 10:13:22.744 GMT+0300,4521.26,4520.743,0.0027,0.0027
04.09.2023 10:13:22.868 GMT+0300,4521.083,4520.617,0.0027,0.0027
04.09.2023 10:13:28.460 GMT+0300,4520.893,4520.427000000001,0.0027,0.0027
04.09.2023 10:13:28.563 GMT+0300,4521.143,4520.677000000001,0.0027,0.0027
04.09.2023 10:13:29.967 GMT+0300,4521.004,4520.5470000000005,0.0027,0.0027
04.09.2023 10:13:30.098 GMT+0300,4520.896,4520.379,0.0027,0.0027
04.09.2023 10:13:41.548 GMT+0300,4520.769,4520.243,0.0027,0.0027
04.09.2023 10:13:41.908 GMT+0300,4520.878,4520.379,0.0027,0.0027
04.09.2023 10:13:47.005 GMT+0300,4520.703,4520.243,0.0027,0.0027
04.09.2023 10:13:47.133 GMT+0300,4520.89,4520.367,0.0027,0.0027
04.09.2023 10:13:48.280 GMT+0300,4520.754,4520.249000000001,0.0027,0.0027
04.09.2023 10:13:48.454 GMT+0300,4520.878,4520.3640000000005,0.0027,0.0027
04.09.2023 10:13:55.251 GMT+0300,4520.646,4520.117,0.0027,0.0027
04.09.2023 10:14:01.842 GMT+0300,4520.333,4519.879,0.0027,0.0027
04.09.2023 10:14:04.714 GMT+0300,4520.134,4519.6320000000005,0.0027,0.0027
04.09.2023 10:14:08.203 GMT+0300,4519.881,4519.37,0.0027,0.0027
04.09.2023 10:14:11.128 GMT+0300,4519.646,4519.123,0.0027,0.0027
04.09.2023 10:14:15.996 GMT+0300,4519.878,4519.361,0.0027,0.0027
04.09.2023 10:14:16.213 GMT+0300,4519.643,4519.1140000000005,0.0027,0.0027
04.09.2023 10:14:17.183 GMT+0300,4519.89,4519.427000000001,0.0027,0.0027
04.09.2023 10:14:19.300 GMT+0300,4519.64,4519.123,0.0027,0.0027
04.09.2023 10:14:19.732 GMT+0300,4519.748,4519.249000000001,0.0027,0.0027
04.09.2023 10:14:21.245 GMT+0300,4519.583,4519.129,0.0027,0.0027
04.09.2023 10:14:26.602 GMT+0300,4519.896,4519.379,0.0027,0.0027
04.09.2023 10:14:29.123 GMT+0300,4519.637000000001,4519.1320000000005,0.0027,0.0027
04.09.2023 10:14:29.270 GMT+0300,4519.763,4519.2970000000005,0.0027,0.0027
04.09.2023 10:14:29.999 GMT+0300,4519.643,4519.177000000001,0.0027,0.0027
04.09.2023 10:14:30.228 GMT+0300,4519.881,4519.376,0.0027,0.0027
04.09.2023 10:14:35.051 GMT+0300,4520.14,4519.623,0.0027,0.0027
04.09.2023 10:14:35.442 GMT+0300,4520.013,4519.484,0.0027,0.0027
04.09.2023 10:14:35.793 GMT+0300,4519.899,4519.37,0.0027,0.0027
04.09.2023 10:14:53.769 GMT+0300,4520.131,4519.626,0.0027,0.0027
04.09.2023 10:14:54.066 GMT+0300,4520.013,4519.481,0.0027,0.0027
04.09.2023 10:14:54.191 GMT+0300,4520.137000000001,4519.629,0.0027,0.0027
04.09.2023 10:14:55.989 GMT+0300,4519.89,4519.373,0.0027,0.0027
04.09.2023 10:15:00.147 GMT+0300,4520.083,4519.617,0.0027,0.0027
04.09.2023 10:15:00.917 GMT+0300,4519.884,4519.37,0.0027,0.0027
04.09.2023 10:15:01.515 GMT+0300,4520.137000000001,4519.629,0.0027,0.0027
04.09.2023 10:15:16.524 GMT+0300,4520.378,4519.927000000001,0.0027,0.0027
04.09.2023 10:15:17.790 GMT+0300,4520.628,4520.123,0.0027,0.0027
04.09.2023 10:15:23.017 GMT+0300,4520.39,4519.927000000001,0.0027,0.0027
04.09.2023 10:15:23.888 GMT+0300,4520.649,4520.129,0.0027,0.0027
04.09.2023 10:15:28.435 GMT+0300,4520.387000000001,4519.861,0.0027,0.0027
04.09.2023 10:15:28.566 GMT+0300,4520.64,4520.12,0.0027,0.0027
04.09.2023 10:15:30.278 GMT+0300,4520.381,4519.927000000001,0.0027,0.0027
04.09.2023 10:15:30.746 GMT+0300,4520.131,4519.623,0.0027,0.0027
04.09.2023 10:15:31.811 GMT+0300,4520.254,4519.74,0.0027,0.0027
04.09.2023 10:15:32.090 GMT+0300,4520.083,4519.6140000000005,0.0027,0.0027
04.09.2023 10:15:32.869 GMT+0300,4520.384,4519.8820000000005,0.0027,0.0027
04.09.2023 10:15:36.229 GMT+0300,4520.254,4519.749000000001,0.0027,0.0027
04.09.2023 10:15:37.035 GMT+0300,4520.083,4519.611,0.0027,0.0027
04.09.2023 10:15:37.164 GMT+0300,4520.384,4519.8640000000005,0.0027,0.0027
04.09.2023 10:15:47.266 GMT+0300,4520.628,4520.129,0.0027,0.0027
04.09.2023 10:16:04.157 GMT+0300,4520.51,4520.0470000000005,0.0027,0.0027
04.09.2023 10:16:04.437 GMT+0300,4520.64,4520.1140000000005,0.0027,0.0027
04.09.2023 10:16:04.767 GMT+0300,4520.501,4519.993,0.0027,0.0027
04.09.2023 10:16:04.958 GMT+0300,4520.628,4520.117,0.0027,0.0027
04.09.2023 10:16:05.373 GMT+0300,4520.498,4519.999000000001,0.0027,0.0027
04.09.2023 10:16:05.495 GMT+0300,4520.381,4519.87,0.0027,0.0027
04.09.2023 10:16:05.831 GMT+0300,4520.501,4520.002,0.0027,0.0027
04.09.2023 10:16:05.950 GMT+0300,4520.378,4519.867,0.0027,0.0027
04.09.2023 10:16:10.565 GMT+0300,4520.634,4520.123,0.0027,0.0027
04.09.2023 10:16:11.342 GMT+0300,4520.39,4519.867,0.0027,0.0027
04.09.2023 10:16:14.459 GMT+0300,4520.26,4519.743,0.0027,0.0027
04.09.2023 10:16:14.631 GMT+0300,4520.149,4519.677000000001,0.0027,0.0027
04.09.2023 10:16:15.174 GMT+0300,4520.333,4519.8640000000005,0.0027,0.0027
04.09.2023 10:16:15.711 GMT+0300,4520.146,4519.6140000000005,0.0027,0.0027
04.09.2023 10:16:16.818 GMT+0300,4520.269,4519.749000000001,0.0027,0.0027
04.09.2023 10:16:17.273 GMT+0300,4520.143,4519.629,0.0027,0.0027
04.09.2023 10:16:18.067 GMT+0300,4520.254,4519.746,0.0027,0.0027
04.09.2023 10:16:18.812 GMT+0300,4520.396,4519.8640000000005,0.0027,0.0027
04.09.2023 10:16:20.881 GMT+0300,4520.131,4519.617,0.0027,0.0027
04.09.2023 10:16:22.507 GMT+0300,4519.881,4519.376,0.0027,0.0027
04.09.2023 10:16:22.808 GMT+0300,4520.137000000001,4519.629,0.0027,0.0027
04.09.2023 10:16:29.106 GMT+0300,4520.393,4519.867,0.0027,0.0027
04.09.2023 10:16:30.135 GMT+0300,4520.128,4519.626,0.0027,0.0027
04.09.2023 10:16:30.286 GMT+0300,4520.378,4519.873,0.0027,0.0027
04.09.2023 10:16:39.851 GMT+0300,4520.628,4520.126,0.0027,0.0027
04.09.2023 10:16:40.394 GMT+0300,4520.333,4519.867,0.0027,0.0027
04.09.2023 10:16:42.592 GMT+0300,4520.583,4520.117,0.0027,0.0027
04.09.2023 10:16:48.176 GMT+0300,4520.833,4520.376,0.0027,0.0027
04.09.2023 10:16:51.917 GMT+0300,4521.131,4520.623,0.0027,0.0027
04.09.2023 10:16:58.160 GMT+0300,4521.39,4520.8820000000005,0.0027,0.0027
04.09.2023 10:16:58.300 GMT+0300,4521.134,4520.62,0.0027,0.0027
04.09.2023 10:16:58.530 GMT+0300,4521.384,4520.867,0.0027,0.0027
04.09.2023 10:17:10.573 GMT+0300,4521.649,4521.1320000000005,0.0027,0.0027
04.09.2023 10:17:15.167 GMT+0300,4521.893,4521.361,0.0027,0.0027
04.09.2023 10:17:16.537 GMT+0300,4522.131,4521.6320000000005,0.0027,0.0027
04.09.2023 10:17:16.643 GMT+0300,4522.0070000000005,4521.481,0.0027,0.0027
04.09.2023 10:17:16.788 GMT+0300,4522.083,4521.611,0.0027,0.0027
04.09.2023 10:17:20.758 GMT+0300,4522.384,4521.873,0.0027,0.0027
04.09.2023 10:17:21.119 GMT+0300,4522.2570000000005,4521.749000000001,0.0027,0.0027
04.09.2023 10:17:21.231 GMT+0300,4522.393,4521.873,0.0027,0.0027
04.09.2023 10:17:22.603 GMT+0300,4522.269,4521.737,0.0027,0.0027
04.09.2023 10:17:22.847 GMT+0300,4522.134,4521.677000000001,0.0027,0.0027
04.09.2023 10:17:24.380 GMT+0300,4522.399,4521.8640000000005,0.0027,0.0027
04.09.2023 10:17:24.506 GMT+0300,4522.143,4521.6320000000005,0.0027,0.0027
04.09.2023 10:17:24.931 GMT+0300,4522.269,4521.734,0.0027,0.0027
04.09.2023 10:17:25.156 GMT+0300,4522.131,4521.62,0.0027,0.0027
04.09.2023 10:17:30.873 GMT+0300,4521.884,4521.3640000000005,0.0027,0.0027
04.09.2023 10:17:31.404 GMT+0300,4521.649,4521.1320000000005,0.0027,0.0027
04.09.2023 10:17:39.236 GMT+0300,4521.333,4520.861,0.0027,0.0027
04.09.2023 10:17:39.726 GMT+0300,4521.637000000001,4521.123,0.0027,0.0027
04.09.2023 10:17:40.557 GMT+0300,4521.893,4521.427000000001,0.0027,0.0027
04.09.2023 10:17:40.998 GMT+0300,4521.634,4521.123,0.0027,0.0027
04.09.2023 10:17:41.138 GMT+0300,4521.833,4521.3820000000005,0.0027,0.0027
04.09.2023 10:17:41.876 GMT+0300,4521.7570000000005,4521.243,0.0027,0.0027
04.09.2023 10:17:41.992 GMT+0300,4521.628,4521.117,0.0027,0.0027
04.09.2023 10:17:42.206 GMT+0300,4521.896,4521.3820000000005,0.0027,0.0027
04.09.2023 10:17:43.526 GMT+0300,4521.637000000001,4521.117,0.0027,0.0027
04.09.2023 10:17:44.079 GMT+0300,4521.89,4521.427000000001,0.0027,0.0027
04.09.2023 10:17:44.186 GMT+0300,4521.703,4521.237,0.0027,0.0027
04.09.2023 10:17:44.739 GMT+0300,4521.649,4521.1140000000005,0.0027,0.0027
04.09.2023 10:17:53.970 GMT+0300,4521.833,4521.379,0.0027,0.0027
04.09.2023 10:17:55.477 GMT+0300,4521.64,4521.1320000000005,0.0027,0.0027
04.09.2023 10:17:56.542 GMT+0300,4521.76,4521.234,0.0027,0.0027
04.09.2023 10:17:57.830 GMT+0300,4521.64,4521.1140000000005,0.0027,0.0027
04.09.2023 10:17:58.080 GMT+0300,4521.751,4521.231,0.0027,0.0027
04.09.2023 10:17:58.360 GMT+0300,4521.878,4521.379,0.0027,0.0027
04.09.2023 10:17:59.154 GMT+0300,4521.76,4521.246,0.0027,0.0027
04.09.2023 10:17:59.445 GMT+0300,4521.649,4521.129,0.0027,0.0027
04.09.2023 10:18:02.449 GMT+0300,4521.896,4521.3820000000005,0.0027,0.0027
04.09.2023 10:18:02.565 GMT+0300,4521.751,4521.237,0.0027,0.0027
04.09.2023 10:18:02.899 GMT+0300,4521.881,4521.361,0.0027,0.0027
04.09.2023 10:18:03.401 GMT+0300,4521.631,4521.117,0.0027,0.0027
04.09.2023 10:18:05.580 GMT+0300,4521.703,4521.231,0.0027,0.0027
04.09.2023 10:18:06.096 GMT+0300,4521.643,4521.117,0.0027,0.0027
04.09.2023 10:18:17.729 GMT+0300,4521.881,4521.367,0.0027,0.0027
04.09.2023 10:18:19.376 GMT+0300,4521.631,4521.1140000000005,0.0027,0.0027
04.09.2023 10:18:20.614 GMT+0300,4521.754,4521.237,0.0027,0.0027
04.09.2023 10:18:20.766 GMT+0300,4521.893,4521.361,0.0027,0.0027
04.09.2023 10:18:21.456 GMT+0300,4522.149,4521.617,0.0027,0.0027
04.09.2023 10:18:21.589 GMT+0300,4521.899,4521.373,0.0027,0.0027
04.09.2023 10:18:27.499 GMT+0300,4521.64,4521.12,0.0027,0.0027
04.09.2023 10:18:27.963 GMT+0300,4521.89,4521.367,0.0027,0.0027
04.09.2023 10:18:28.232 GMT+0300,4521.583,4521.126,0.0027,0.0027
04.09.2023 10:18:29.109 GMT+0300,4521.751,4521.249000000001,0.0027,0.0027
04.09.2023 10:18:29.214 GMT+0300,4521.628,4521.117,0.0027,0.0027
04.09.2023 10:18:29.767 GMT+0300,4521.899,4521.3640000000005,0.0027,0.0027
04.09.2023 10:18:31.634 GMT+0300,4522.001,4521.496,0.0027,0.0027
04.09.2023 10:18:31.817 GMT+0300,4521.887000000001,4521.379,0.0027,0.0027
04.09.2023 10:18:35.600 GMT+0300,4522.131,4521.617,0.0027,0.0027
04.09.2023 10:18:40.465 GMT+0300,4521.893,4521.427000000001,0.0027,0.0027
04.09.2023 10:18:41.788 GMT+0300,4522.016,4521.496,0.0027,0.0027
04.09.2023 10:18:43.327 GMT+0300,4521.896,4521.3640000000005,0.0027,0.0027
04.09.2023 10:18:44.213 GMT+0300,4522.143,4521.62,0.0027,0.0027
04.09.2023 10:18:47.339 GMT+0300,4522.019,4521.499000000001,0.0027,0.0027
04.09.2023 10:18:47.728 GMT+0300,4521.878,4521.427000000001,0.0027,0.0027
04.09.2023 10:18:59.659 GMT+0300,4521.754,4521.237,0.0027,0.0027
04.09.2023 10:19:00.162 GMT+0300,4521.634,4521.111,0.0027,0.0027
04.09.2023 10:19:00.442 GMT+0300,4521.884,4521.3820000000005,0.0027,0.0027
04.09.2023 10:19:03.249 GMT+0300,4521.748,4521.246,0.0027,0.0027
04.09.2023 10:19:03.493 GMT+0300,4521.833,4521.379,0.0027,0.0027
04.09.2023 10:19:16.181 GMT+0300,4521.634,4521.1140000000005,0.0027,0.0027
04.09.2023 10:19:17.418 GMT+0300,4521.833,4521.376,0.0027,0.0027
04.09.2023 10:19:23.631 GMT+0300,4521.51,4520.984,0.0027,0.0027
04.09.2023 10:19:23.773 GMT+0300,4521.628,4521.126,0.0027,0.0027
04.09.2023 10:19:28.994 GMT+0300,4521.333,4520.861,0.0027,0.0027
04.09.2023 10:19:29.150 GMT+0300,4521.498,4520.993,0.0027,0.0027
04.09.2023 10:19:30.219 GMT+0300,4521.399,4520.867,0.0027,0.0027
04.09.2023 10:19:36.254 GMT+0300,4521.649,4521.129,0.0027,0.0027
04.09.2023 10:19:40.782 GMT+0300,4521.504,4520.981,0.0027,0.0027
04.09.2023 10:19:40.990 GMT+0300,4521.646,4521.1320000000005,0.0027,0.0027
04.09.2023 10:19:41.321 GMT+0300,4521.378,4520.867,0.0027,0.0027
04.09.2023 10:19:41.772 GMT+0300,4521.519,4520.996,0.0027,0.0027
04.09.2023 10:19:42.298 GMT+0300,4521.393,4520.873,0.0027,0.0027
04.09.2023 10:19:43.520 GMT+0300,4521.637000000001,4521.117,0.0027,0.0027
04.09.2023 10:19:45.073 GMT+0300,4521.501,4520.99,0.0027,0.0027
04.09.2023 10:19:45.180 GMT+0300,4521.583,4521.177000000001,0.0027,0.0027
04.09.2023 10:19:46.646 GMT+0300,4521.39,4520.8820000000005,0.0027,0.0027
04.09.2023 10:19:47.419 GMT+0300,4521.649,4521.126,0.0027,0.0027
04.09.2023 10:19:51.785 GMT+0300,4521.387000000001,4520.8820000000005,0.0027,0.0027
04.09.2023 10:19:53.466 GMT+0300,4521.504,4521.002,0.0027,0.0027
04.09.2023 10:19:53.730 GMT+0300,4521.646,4521.1320000000005,0.0027,0.0027
04.09.2023 10:19:54.833 GMT+0300,4521.393,4520.873,0.0027,0.0027
04.09.2023 10:19:58.168 GMT+0300,4521.646,4521.177000000001,0.0027,0.0027
04.09.2023 10:19:58.688 GMT+0300,4521.516,4520.999000000001,0.0027,0.0027
04.09.2023 10:19:59.089 GMT+0300,4521.583,4521.177000000001,0.0027,0.0027
04.09.2023 10:19:59.627 GMT+0300,4521.498,4520.984,0.0027,0.0027
04.09.2023 10:19:59.870 GMT+0300,4521.646,4521.126,0.0027,0.0027
04.09.2023 10:20:00.182 GMT+0300,4521.333,4520.879,0.0027,0.0027
04.09.2023 10:20:00.668 GMT+0300,4521.634,4521.12,0.0027,0.0027
04.09.2023 10:20:18.622 GMT+0300,4521.378,4520.927000000001,0.0027,0.0027
04.09.2023 10:20:23.875 GMT+0300,4521.137000000001,4520.6320000000005,0.0027,0.0027
04.09.2023 10:20:23.990 GMT+0300,4521.393,4520.8820000000005,0.0027,0.0027
04.09.2023 10:20:25.545 GMT+0300,4521.149,4520.6140000000005,0.0027,0.0027
04.09.2023 10:20:26.697 GMT+0300,4521.251,4520.74,0.0027,0.0027
04.09.2023 10:20:27.789 GMT+0300,4521.137000000001,4520.6320000000005,0.0027,0.0027
04.09.2023 10:20:34.290 GMT+0300,4520.878,4520.3820000000005,0.0027,0.0027
04.09.2023 10:20:37.117 GMT+0300,4521.016,4520.493,0.0027,0.0027
04.09.2023 10:20:37.920 GMT+0300,4520.89,4520.37,0.0027,0.0027
04.09.2023 10:20:38.024 GMT+0300,4521.143,4520.6140000000005,0.0027,0.0027
04.09.2023 10:20:38.176 GMT+0300,4520.833,4520.367,0.0027,0.0027
04.09.2023 10:20:42.874 GMT+0300,4520.649,4520.123,0.0027,0.0027
04.09.2023 10:20:43.034 GMT+0300,4520.893,4520.379,0.0027,0.0027
04.09.2023 10:21:00.128 GMT+0300,4521.137000000001,4520.629,0.0027,0.0027
04.09.2023 10:21:00.246 GMT+0300,4520.887000000001,4520.376,0.0027,0.0027
04.09.2023 10:21:01.756 GMT+0300,4520.646,4520.126,0.0027,0.0027
04.09.2023 10:21:02.843 GMT+0300,4520.333,4519.879,0.0027,0.0027
04.09.2023 10:21:03.396 GMT+0300,4520.51,4519.987,0.0027,0.0027
04.09.2023 10:21:03.671 GMT+0300,4520.381,4519.8640000000005,0.0027,0.0027
04.09.2023 10:21:04.090 GMT+0300,4520.504,4519.993,0.0027,0.0027
04.09.2023 10:21:04.267 GMT+0300,4520.384,4519.8640000000005,0.0027,0.0027
04.09.2023 10:21:07.109 GMT+0300,4520.649,4520.1140000000005,0.0027,0.0027
04.09.2023 10:21:07.220 GMT+0300,4520.5070000000005,4519.99,0.0027,0.0027
04.09.2023 10:21:07.631 GMT+0300,4520.384,4519.927000000001,0.0027,0.0027
04.09.2023 10:21:08.221 GMT+0300,4520.643,4520.111,0.0027,0.0027
04.09.2023 10:21:09.204 GMT+0300,4520.754,4520.249000000001,0.0027,0.0027
04.09.2023 10:21:09.309 GMT+0300,4520.893,4520.376,0.0027,0.0027
04.09.2023 10:21:10.950 GMT+0300,4520.649,4520.1320000000005,0.0027,0.0027
04.09.2023 10:21:21.642 GMT+0300,4520.393,4519.87,0.0027,0.0027
04.09.2023 10:21:21.747 GMT+0300,4520.628,4520.177000000001,0.0027,0.0027
04.09.2023 10:21:23.804 GMT+0300,4520.396,4519.8640000000005,0.0027,0.0027
04.09.2023 10:21:24.237 GMT+0300,4520.649,4520.12,0.0027,0.0027
04.09.2023 10:21:55.365 GMT+0300,4520.333,4519.8820000000005,0.0027,0.0027
04.09.2023 10:21:56.461 GMT+0300,4520.51,4519.996,0.0027,0.0027
04.09.2023 10:21:56.911 GMT+0300,4520.384,4519.87,0.0027,0.0027
04.09.2023 10:22:03.673 GMT+0300,4520.64,4520.117,0.0027,0.0027
04.09.2023 10:22:04.307 GMT+0300,4520.881,4520.379,0.0027,0.0027
04.09.2023 10:22:07.674 GMT+0300,4520.64,4520.129,0.0027,0.0027
04.09.2023 10:22:08.639 GMT+0300,4520.39,4519.879,0.0027,0.0027
04.09.2023 10:22:25.784 GMT+0300,4520.634,4520.129,0.0027,0.0027
04.09.2023 10:22:28.212 GMT+0300,4520.878,4520.376,0.0027,0.0027
04.09.2023 10:22:28.955 GMT+0300,4520.754,4520.237,0.0027,0.0027
04.09.2023 10:22:29.210 GMT+0300,4520.628,4520.177000000001,0.0027,0.0027
04.09.2023 10:22:31.123 GMT+0300,4520.89,4520.376,0.0027,0.0027
04.09.2023 10:22:33.390 GMT+0300,4521.131,4520.611,0.0027,0.0027
04.09.2023 10:22:36.668 GMT+0300,4520.878,4520.37,0.0027,0.0027
04.09.2023 10:22:37.937 GMT+0300,4521.001,4520.499000000001,0.0027,0.0027
04.09.2023 10:22:38.407 GMT+0300,4520.881,4520.37,0.0027,0.0027
04.09.2023 10:22:44.072 GMT+0300,4521.146,4520.6320000000005,0.0027,0.0027
04.09.2023 10:22:53.663 GMT+0300,4521.248,4520.749000000001,0.0027,0.0027
04.09.2023 10:22:54.184 GMT+0300,4521.083,4520.62,0.0027,0.0027
04.09.2023 10:22:54.584 GMT+0300,4521.387000000001,4520.861,0.0027,0.0027
04.09.2023 10:22:56.658 GMT+0300,4521.134,4520.623,0.0027,0.0027
04.09.2023 10:23:04.541 GMT+0300,4521.266,4520.743,0.0027,0.0027
04.09.2023 10:23:06.247 GMT+0300,4521.396,4520.861,0.0027,0.0027
04.09.2023 10:23:07.667 GMT+0300,4521.131,4520.617,0.0027,0.0027
04.09.2023 10:23:08.192 GMT+0300,4521.2570000000005,4520.752,0.0027,0.0027
04.09.2023 10:23:09.229 GMT+0300,4521.396,4520.927000000001,0.0027,0.0027
04.09.2023 10:23:09.342 GMT+0300,4521.646,4521.1320000000005,0.0027,0.0027
04.09.2023 10:23:16.175 GMT+0300,4521.381,4520.87,0.0027,0.0027
04.09.2023 10:23:16.367 GMT+0300,4521.146,4520.6140000000005,0.0027,0.0027
04.09.2023 10:23:19.097 GMT+0300,4521.393,4520.876,0.0027,0.0027
04.09.2023 10:23:19.869 GMT+0300,4521.2570000000005,4520.743,0.0027,0.0027
04.09.2023 10:23:20.728 GMT+0300,4521.333,4520.873,0.0027,0.0027
04.09.2023 10:23:31.698 GMT+0300,4521.64,4521.177000000001,0.0027,0.0027
04.09.2023 10:23:40.959 GMT+0300,4521.504,4521.0470000000005,0.0027,0.0027
04.09.2023 10:23:41.964 GMT+0300,4521.396,4520.879,0.0027,0.0027
04.09.2023 10:23:45.360 GMT+0300,4521.134,4520.629,0.0027,0.0027
04.09.2023 10:23:49.255 GMT+0300,4521.378,4520.8820000000005,0.0027,0.0027
04.09.2023 10:23:50.036 GMT+0300,4521.137000000001,4520.617,0.0027,0.0027
04.09.2023 10:24:12.066 GMT+0300,4521.254,4520.746,0.0027,0.0027
04.09.2023 10:24:12.185 GMT+0300,4521.137000000001,4520.6320000000005,0.0027,0.0027
04.09.2023 10:24:29.265 GMT+0300,4521.384,4520.861,0.0027,0.0027
