Local time,Ask,Bid,AskVolume,BidVolume
04.09.2023 05:47:21.743 GMT+0300,4517.1900000000005,4516.67,0.0006,0.0006
04.09.2023 05:47:32.646 GMT+0300,4517.057,4516.549,0.0006,0.0006
04.09.2023 05:47:34.680 GMT+0300,4516.946,4516.4259999999995,0.0006,0.0006
04.09.2023 05:47:37.437 GMT+0300,4517.187,4516.667,0.0006,0.0006
04.09.2023 05:47:38.749 GMT+0300,4517.057,4516.543,0.0006,0.0006
04.09.2023 05:47:39.500 GMT+0300,4517.187,4516.673,0.0006,0.0006
04.09.2023 05:47:48.201 GMT+0300,4517.434,4516.977,0.0006,0.0006
04.09.2023 05:47:48.779 GMT+0300,4517.181,4516.667,0.0006,0.0006
04.09.2023 05:47:49.512 GMT+0300,4517.443,4516.977,0.0006,0.0006
04.09.2023 05:47:51.045 GMT+0300,4517.304,4516.784000000001,0.0006,0.0006
04.09.2023 05:47:51.205 GMT+0300,4517.431,4516.917,0.0006,0.0006
04.09.2023 05:48:11.164 GMT+0300,4517.178,4516.673,0.0006,0.0006
04.09.2023 05:48:11.586 GMT+0300,4517.4490000000005,4516.9259999999995,0.0006,0.0006
04.09.2023 05:48:19.799 GMT+0300,4517.184,4516.6759999999995,0.0006,0.0006
04.09.2023 05:48:19.913 GMT+0300,4517.383,4516.977,0.0006,0.0006
04.09.2023 05:48:20.207 GMT+0300,4517.319,4516.802000000001,0.0006,0.0006
04.09.2023 05:48:20.667 GMT+0300,4517.428,4516.911,0.0006,0.0006
04.09.2023 05:48:25.673 GMT+0300,4517.184,4516.682,0.0006,0.0006
04.09.2023 05:48:25.948 GMT+0300,4517.428,4516.932,0.0006,0.0006
04.09.2023 05:48:27.863 GMT+0300,4517.184,4516.679,0.0006,0.0006
04.09.2023 05:48:36.514 GMT+0300,4517.383,4516.9259999999995,0.0006,0.0006
04.09.2023 05:48:37.834 GMT+0300,4517.181,4516.679,0.0006,0.0006
04.09.2023 05:48:38.114 GMT+0300,4517.437,4516.923,0.0006,0.0006
04.09.2023 05:48:39.010 GMT+0300,4517.193,4516.727,0.0006,0.0006
04.09.2023 05:48:39.255 GMT+0300,4517.428,4516.92,0.0006,0.0006
04.09.2023 05:48:45.311 GMT+0300,4517.1900000000005,4516.727,0.0006,0.0006
04.09.2023 05:49:16.355 GMT+0300,4517.428,4516.917,0.0006,0.0006
04.09.2023 05:49:56.752 GMT+0300,4517.313,4516.781,0.0006,0.0006
04.09.2023 05:49:56.930 GMT+0300,4517.181,4516.727,0.0006,0.0006
04.09.2023 05:50:01.177 GMT+0300,4517.307,4516.787,0.0006,0.0006
04.09.2023 05:50:01.354 GMT+0300,4517.4400000000005,4516.929,0.0006,0.0006
04.09.2023 05:50:01.633 GMT+0300,4517.298,4516.787,0.0006,0.0006
04.09.2023 05:50:02.874 GMT+0300,4517.434,4516.977,0.0006,0.0006
04.09.2023 05:50:38.149 GMT+0300,4517.1900000000005,4516.727,0.0006,0.0006
04.09.2023 05:50:38.658 GMT+0300,4517.307,4516.802000000001,0.0006,0.0006
04.09.2023 05:50:38.776 GMT+0300,4517.431,4516.923,0.0006,0.0006
04.09.2023 05:50:40.715 GMT+0300,4517.193,4516.682,0.0006,0.0006
04.09.2023 05:50:41.341 GMT+0300,4517.316,4516.79,0.0006,0.0006
04.09.2023 05:50:41.629 GMT+0300,4517.184,4516.679,0.0006,0.0006
04.09.2023 05:50:44.005 GMT+0300,4517.31,4516.787,0.0006,0.0006
04.09.2023 05:50:44.342 GMT+0300,4517.437,4516.917,0.0006,0.0006
04.09.2023 05:51:03.190 GMT+0300,4517.304,4516.796,0.0006,0.0006
04.09.2023 05:51:04.821 GMT+0300,4517.181,4516.682,0.0006,0.0006
04.09.2023 05:51:08.311 GMT+0300,4517.31,4516.793,0.0006,0.0006
04.09.2023 05:51:08.784 GMT+0300,4517.443,4516.911,0.0006,0.0006
04.09.2023 05:51:09.174 GMT+0300,4517.307,4516.787,0.0006,0.0006
04.09.2023 05:51:09.797 GMT+0300,4517.193,4516.6759999999995,0.0006,0.0006
04.09.2023 05:51:32.348 GMT+0300,4517.431,4516.923,0.0006,0.0006
04.09.2023 05:51:35.259 GMT+0300,4517.253,4516.799,0.0006,0.0006
04.09.2023 05:51:35.882 GMT+0300,4517.4400000000005,4516.92,0.0006,0.0006
04.09.2023 05:51:53.798 GMT+0300,4517.1990000000005,4516.673,0.0006,0.0006
04.09.2023 05:51:53.926 GMT+0300,4517.31,4516.787,0.0006,0.0006
04.09.2023 05:51:54.256 GMT+0300,4517.383,4516.977,0.0006,0.0006
04.09.2023 05:52:17.729 GMT+0300,4517.1990000000005,4516.679,0.0006,0.0006
04.09.2023 05:52:40.419 GMT+0300,4516.943,4516.417,0.0006,0.0006
04.09.2023 05:52:45.332 GMT+0300,4517.187,4516.679,0.0006,0.0006
04.09.2023 05:52:50.281 GMT+0300,4516.934,4516.42,0.0006,0.0006
04.09.2023 05:53:27.463 GMT+0300,4517.187,4516.727,0.0006,0.0006
04.09.2023 05:53:29.049 GMT+0300,4516.928,4516.423,0.0006,0.0006
04.09.2023 05:53:29.663 GMT+0300,4517.06,4516.597000000001,0.0006,0.0006
04.09.2023 05:53:29.796 GMT+0300,4517.178,4516.679,0.0006,0.0006
04.09.2023 05:53:32.830 GMT+0300,4517.0509999999995,4516.597000000001,0.0006,0.0006
04.09.2023 05:53:36.413 GMT+0300,4517.133,4516.682,0.0006,0.0006
04.09.2023 05:53:43.804 GMT+0300,4517.066,4516.597000000001,0.0006,0.0006
04.09.2023 05:53:44.035 GMT+0300,4517.181,4516.6759999999995,0.0006,0.0006
04.09.2023 05:54:12.122 GMT+0300,4517.443,4516.977,0.0006,0.0006
04.09.2023 05:54:13.672 GMT+0300,4517.304,4516.802000000001,0.0006,0.0006
04.09.2023 05:54:15.061 GMT+0300,4517.1990000000005,4516.67,0.0006,0.0006
04.09.2023 05:54:16.731 GMT+0300,4517.428,4516.914000000001,0.0006,0.0006
04.09.2023 05:54:17.855 GMT+0300,4517.313,4516.787,0.0006,0.0006
04.09.2023 05:54:19.319 GMT+0300,4517.434,4516.914000000001,0.0006,0.0006
04.09.2023 05:54:23.569 GMT+0300,4517.133,4516.664000000001,0.0006,0.0006
04.09.2023 05:54:25.268 GMT+0300,4517.4490000000005,4516.911,0.0006,0.0006
04.09.2023 05:54:28.421 GMT+0300,4517.31,4516.796,0.0006,0.0006
04.09.2023 05:54:28.633 GMT+0300,4517.446,4516.92,0.0006,0.0006
04.09.2023 05:54:29.126 GMT+0300,4517.133,4516.727,0.0006,0.0006
04.09.2023 05:54:29.411 GMT+0300,4517.446,4516.932,0.0006,0.0006
04.09.2023 05:55:00.341 GMT+0300,4517.693,4517.167,0.0006,0.0006
04.09.2023 05:55:07.410 GMT+0300,4517.931,4517.423,0.0006,0.0006
04.09.2023 05:55:08.556 GMT+0300,4517.633,4517.161,0.0006,0.0006
04.09.2023 05:55:10.931 GMT+0300,4517.934,4517.414000000001,0.0006,0.0006
04.09.2023 05:55:29.820 GMT+0300,4517.6900000000005,4517.161,0.0006,0.0006
04.09.2023 05:56:10.258 GMT+0300,4517.434,4516.977,0.0006,0.0006
04.09.2023 05:56:11.779 GMT+0300,4517.687,4517.179,0.0006,0.0006
04.09.2023 05:56:34.607 GMT+0300,4517.446,4516.923,0.0006,0.0006
04.09.2023 05:56:35.395 GMT+0300,4517.503,4517.046,0.0006,0.0006
04.09.2023 05:56:36.370 GMT+0300,4517.6990000000005,4517.182,0.0006,0.0006
04.09.2023 05:56:36.548 GMT+0300,4517.557,4517.031,0.0006,0.0006
04.09.2023 05:56:38.338 GMT+0300,4517.6990000000005,4517.227,0.0006,0.0006
04.09.2023 05:58:01.812 GMT+0300,4517.937,4517.477,0.0006,0.0006
04.09.2023 05:58:36.562 GMT+0300,4517.696,4517.161,0.0006,0.0006
04.09.2023 05:58:37.166 GMT+0300,4517.9400000000005,4517.423,0.0006,0.0006
04.09.2023 05:59:04.823 GMT+0300,4517.681,4517.182,0.0006,0.0006
04.09.2023 05:59:06.489 GMT+0300,4517.946,4517.477,0.0006,0.0006
04.09.2023 05:59:07.429 GMT+0300,4517.6900000000005,4517.173,0.0006,0.0006
04.09.2023 05:59:08.837 GMT+0300,4517.804,4517.347000000001,0.0006,0.0006
04.09.2023 05:59:09.521 GMT+0300,4517.6900000000005,4517.164000000001,0.0006,0.0006
04.09.2023 05:59:16.489 GMT+0300,4517.943,4517.411,0.0006,0.0006
04.09.2023 05:59:26.830 GMT+0300,4517.696,4517.182,0.0006,0.0006
04.09.2023 05:59:47.718 GMT+0300,4517.883,4517.414000000001,0.0006,0.0006
04.09.2023 06:00:00.298 GMT+0300,4518.178,4517.661,0.0006,0.0006
04.09.2023 06:00:00.579 GMT+0300,4517.9490000000005,4517.423,0.0006,0.0006
04.09.2023 06:00:44.054 GMT+0300,4517.678,4517.17,0.0006,0.0006
04.09.2023 06:01:04.276 GMT+0300,4517.5509999999995,4517.043,0.0006,0.0006
04.09.2023 06:01:05.047 GMT+0300,4517.383,4516.923,0.0006,0.0006
04.09.2023 06:01:06.514 GMT+0300,4517.563,4517.043,0.0006,0.0006
04.09.2023 06:01:07.746 GMT+0300,4517.687,4517.227,0.0006,0.0006
04.09.2023 06:01:50.195 GMT+0300,4517.4400000000005,4516.92,0.0006,0.0006
04.09.2023 06:02:18.384 GMT+0300,4517.693,4517.1759999999995,0.0006,0.0006
04.09.2023 06:02:18.890 GMT+0300,4517.437,4516.914000000001,0.0006,0.0006
04.09.2023 06:02:21.860 GMT+0300,4517.684,4517.179,0.0006,0.0006
04.09.2023 06:02:46.332 GMT+0300,4517.557,4517.034000000001,0.0006,0.0006
04.09.2023 06:02:47.739 GMT+0300,4517.383,4516.932,0.0006,0.0006
04.09.2023 06:02:57.339 GMT+0300,4517.566,4517.034000000001,0.0006,0.0006
04.09.2023 06:02:58.682 GMT+0300,4517.633,4517.167,0.0006,0.0006
04.09.2023 06:03:02.974 GMT+0300,4517.446,4516.914000000001,0.0006,0.0006
04.09.2023 06:03:06.256 GMT+0300,4517.319,4516.847000000001,0.0006,0.0006
04.09.2023 06:03:06.531 GMT+0300,4517.434,4516.914000000001,0.0006,0.0006
04.09.2023 06:03:12.308 GMT+0300,4517.196,4516.682,0.0006,0.0006
04.09.2023 06:03:37.516 GMT+0300,4517.069,4516.549,0.0006,0.0006
04.09.2023 06:03:37.787 GMT+0300,4516.937,4516.429,0.0006,0.0006
04.09.2023 06:03:39.026 GMT+0300,4517.1990000000005,4516.664000000001,0.0006,0.0006
04.09.2023 06:04:05.861 GMT+0300,4517.253,4516.787,0.0006,0.0006
04.09.2023 06:04:06.033 GMT+0300,4517.193,4516.679,0.0006,0.0006
04.09.2023 06:04:08.762 GMT+0300,4517.307,4516.796,0.0006,0.0006
04.09.2023 06:04:09.161 GMT+0300,4517.133,4516.679,0.0006,0.0006
04.09.2023 06:04:55.259 GMT+0300,4517.003,4516.552000000001,0.0006,0.0006
04.09.2023 06:04:55.898 GMT+0300,4516.883,4516.411,0.0006,0.0006
04.09.2023 06:05:02.017 GMT+0300,4517.06,4516.531,0.0006,0.0006
04.09.2023 06:05:02.500 GMT+0300,4517.193,4516.661,0.0006,0.0006
04.09.2023 06:05:16.371 GMT+0300,4516.928,4516.4259999999995,0.0006,0.0006
04.09.2023 06:06:06.474 GMT+0300,4517.181,4516.667,0.0006,0.0006
04.09.2023 06:06:07.211 GMT+0300,4516.934,4516.477,0.0006,0.0006
04.09.2023 06:07:01.164 GMT+0300,4517.1990000000005,4516.679,0.0006,0.0006
04.09.2023 06:07:05.790 GMT+0300,4516.946,4516.432,0.0006,0.0006
04.09.2023 06:08:15.645 GMT+0300,4517.003,4516.537,0.0006,0.0006
04.09.2023 06:08:16.256 GMT+0300,4517.181,4516.667,0.0006,0.0006
04.09.2023 06:08:17.153 GMT+0300,4516.934,4516.423,0.0006,0.0006
04.09.2023 06:08:50.459 GMT+0300,4517.184,4516.682,0.0006,0.0006
04.09.2023 06:08:53.077 GMT+0300,4516.9400000000005,4516.423,0.0006,0.0006
04.09.2023 06:08:56.829 GMT+0300,4517.187,4516.6759999999995,0.0006,0.0006
04.09.2023 06:08:56.955 GMT+0300,4516.9490000000005,4516.411,0.0006,0.0006
04.09.2023 06:09:00.163 GMT+0300,4517.054,4516.54,0.0006,0.0006
04.09.2023 06:09:00.341 GMT+0300,4516.946,4516.417,0.0006,0.0006
04.09.2023 06:09:00.622 GMT+0300,4517.1990000000005,4516.67,0.0006,0.0006
04.09.2023 06:10:56.753 GMT+0300,4517.428,4516.92,0.0006,0.0006
04.09.2023 06:11:21.232 GMT+0300,4517.687,4517.164000000001,0.0006,0.0006
04.09.2023 06:11:21.451 GMT+0300,4517.4400000000005,4516.914000000001,0.0006,0.0006
04.09.2023 06:12:10.356 GMT+0300,4517.178,4516.727,0.0006,0.0006
04.09.2023 06:13:01.638 GMT+0300,4516.934,4516.429,0.0006,0.0006
04.09.2023 06:13:08.124 GMT+0300,4517.054,4516.54,0.0006,0.0006
04.09.2023 06:13:09.332 GMT+0300,4516.928,4516.42,0.0006,0.0006
04.09.2023 06:13:21.331 GMT+0300,4517.06,4516.531,0.0006,0.0006
04.09.2023 06:13:21.838 GMT+0300,4517.133,4516.667,0.0006,0.0006
04.09.2023 06:13:22.331 GMT+0300,4516.943,4516.42,0.0006,0.0006
04.09.2023 06:13:40.871 GMT+0300,4517.184,4516.6759999999995,0.0006,0.0006
04.09.2023 06:13:41.790 GMT+0300,4517.0509999999995,4516.543,0.0006,0.0006
04.09.2023 06:13:41.983 GMT+0300,4516.943,4516.429,0.0006,0.0006
04.09.2023 06:13:45.422 GMT+0300,4517.178,4516.661,0.0006,0.0006
04.09.2023 06:13:46.795 GMT+0300,4517.0509999999995,4516.543,0.0006,0.0006
04.09.2023 06:13:46.991 GMT+0300,4516.9400000000005,4516.411,0.0006,0.0006
04.09.2023 06:14:04.097 GMT+0300,4517.0509999999995,4516.597000000001,0.0006,0.0006
04.09.2023 06:14:06.246 GMT+0300,4516.9400000000005,4516.432,0.0006,0.0006
04.09.2023 06:14:07.250 GMT+0300,4517.057,4516.597000000001,0.0006,0.0006
04.09.2023 06:14:07.398 GMT+0300,4517.133,4516.727,0.0006,0.0006
04.09.2023 06:14:07.871 GMT+0300,4517.066,4516.549,0.0006,0.0006
04.09.2023 06:14:08.755 GMT+0300,4517.181,4516.67,0.0006,0.0006
04.09.2023 06:14:57.731 GMT+0300,4516.883,4516.42,0.0006,0.0006
04.09.2023 06:15:02.431 GMT+0300,4517.133,4516.661,0.0006,0.0006
04.09.2023 06:15:28.077 GMT+0300,4516.937,4516.414000000001,0.0006,0.0006
04.09.2023 06:16:02.298 GMT+0300,4517.0509999999995,4516.552000000001,0.0006,0.0006
04.09.2023 06:16:02.984 GMT+0300,4517.196,4516.667,0.0006,0.0006
04.09.2023 06:16:03.187 GMT+0300,4516.931,4516.4259999999995,0.0006,0.0006
04.09.2023 06:16:03.321 GMT+0300,4517.1900000000005,4516.67,0.0006,0.0006
04.09.2023 06:16:08.875 GMT+0300,4516.934,4516.42,0.0006,0.0006
04.09.2023 06:16:10.196 GMT+0300,4517.1900000000005,4516.667,0.0006,0.0006
04.09.2023 06:17:00.484 GMT+0300,4517.428,4516.917,0.0006,0.0006
04.09.2023 06:17:04.819 GMT+0300,4517.184,4516.6759999999995,0.0006,0.0006
04.09.2023 06:17:06.538 GMT+0300,4517.437,4516.977,0.0006,0.0006
04.09.2023 06:18:48.814 GMT+0300,4517.187,4516.679,0.0006,0.0006
04.09.2023 06:18:50.547 GMT+0300,4517.304,4516.796,0.0006,0.0006
04.09.2023 06:18:51.027 GMT+0300,4517.184,4516.6759999999995,0.0006,0.0006
04.09.2023 06:18:55.915 GMT+0300,4517.446,4516.914000000001,0.0006,0.0006
04.09.2023 06:18:58.290 GMT+0300,4517.1900000000005,4516.6759999999995,0.0006,0.0006
04.09.2023 06:18:58.886 GMT+0300,4517.31,4516.784000000001,0.0006,0.0006
04.09.2023 06:19:03.109 GMT+0300,4517.443,4516.932,0.0006,0.0006
04.09.2023 06:19:06.822 GMT+0300,4517.304,4516.796,0.0006,0.0006
04.09.2023 06:19:07.574 GMT+0300,4517.437,4516.977,0.0006,0.0006
04.09.2023 06:19:11.912 GMT+0300,4517.181,4516.661,0.0006,0.0006
04.09.2023 06:19:12.786 GMT+0300,4517.437,4516.914000000001,0.0006,0.0006
04.09.2023 06:19:17.059 GMT+0300,4517.196,4516.67,0.0006,0.0006
04.09.2023 06:19:36.520 GMT+0300,4517.319,4516.793,0.0006,0.0006
04.09.2023 06:19:36.785 GMT+0300,4517.181,4516.661,0.0006,0.0006
04.09.2023 06:19:49.992 GMT+0300,4517.313,4516.793,0.0006,0.0006
04.09.2023 06:19:53.353 GMT+0300,4517.193,4516.667,0.0006,0.0006
04.09.2023 06:20:05.311 GMT+0300,4517.31,4516.802000000001,0.0006,0.0006
04.09.2023 06:20:07.038 GMT+0300,4517.187,4516.6759999999995,0.0006,0.0006
04.09.2023 06:20:51.246 GMT+0300,4517.4490000000005,4516.92,0.0006,0.0006
04.09.2023 06:20:52.232 GMT+0300,4517.313,4516.793,0.0006,0.0006
04.09.2023 06:20:52.958 GMT+0300,4517.133,4516.673,0.0006,0.0006
04.09.2023 06:20:53.237 GMT+0300,4517.304,4516.784000000001,0.0006,0.0006
04.09.2023 06:20:54.289 GMT+0300,4517.4490000000005,4516.914000000001,0.0006,0.0006
04.09.2023 06:22:03.531 GMT+0300,4517.633,4517.173,0.0006,0.0006
04.09.2023 06:22:04.868 GMT+0300,4517.813,4517.347000000001,0.0006,0.0006
04.09.2023 06:22:05.126 GMT+0300,4517.946,4517.477,0.0006,0.0006
04.09.2023 06:22:06.801 GMT+0300,4517.6990000000005,4517.179,0.0006,0.0006
04.09.2023 06:22:07.390 GMT+0300,4517.819,4517.347000000001,0.0006,0.0006
04.09.2023 06:22:07.531 GMT+0300,4517.946,4517.432,0.0006,0.0006
04.09.2023 06:22:07.843 GMT+0300,4517.807,4517.299,0.0006,0.0006
04.09.2023 06:22:08.137 GMT+0300,4517.633,4517.182,0.0006,0.0006
04.09.2023 06:22:12.071 GMT+0300,4517.816,4517.287,0.0006,0.0006
04.09.2023 06:22:13.698 GMT+0300,4517.946,4517.477,0.0006,0.0006
04.09.2023 06:23:01.369 GMT+0300,4518.196,4517.664000000001,0.0006,0.0006
04.09.2023 06:23:06.960 GMT+0300,4518.063,4517.549,0.0006,0.0006
04.09.2023 06:23:07.075 GMT+0300,4518.184,4517.67,0.0006,0.0006
04.09.2023 06:23:13.176 GMT+0300,4517.9400000000005,4517.432,0.0006,0.0006
04.09.2023 06:23:13.302 GMT+0300,4518.187,4517.727,0.0006,0.0006
04.09.2023 06:23:14.660 GMT+0300,4518.0509999999995,4517.534000000001,0.0006,0.0006
04.09.2023 06:23:15.443 GMT+0300,4517.946,4517.429,0.0006,0.0006
04.09.2023 06:23:17.600 GMT+0300,4518.181,4517.667,0.0006,0.0006
04.09.2023 06:23:17.774 GMT+0300,4518.06,4517.546,0.0006,0.0006
04.09.2023 06:23:20.045 GMT+0300,4517.931,4517.417,0.0006,0.0006
04.09.2023 06:23:51.307 GMT+0300,4517.681,4517.179,0.0006,0.0006
04.09.2023 06:24:19.474 GMT+0300,4517.554,4517.034000000001,0.0006,0.0006
04.09.2023 06:24:19.588 GMT+0300,4517.434,4516.923,0.0006,0.0006
04.09.2023 06:24:44.101 GMT+0300,4517.196,4516.6759999999995,0.0006,0.0006
04.09.2023 06:24:52.614 GMT+0300,4517.431,4516.977,0.0006,0.0006
04.09.2023 06:25:26.832 GMT+0300,4517.184,4516.6759999999995,0.0006,0.0006
04.09.2023 06:26:59.695 GMT+0300,4517.003,4516.546,0.0006,0.0006
04.09.2023 06:27:00.240 GMT+0300,4517.133,4516.727,0.0006,0.0006
04.09.2023 06:27:03.582 GMT+0300,4517.06,4516.549,0.0006,0.0006
04.09.2023 06:27:05.854 GMT+0300,4516.931,4516.411,0.0006,0.0006
04.09.2023 06:27:42.347 GMT+0300,4516.6900000000005,4516.1759999999995,0.0006,0.0006
04.09.2023 06:27:51.369 GMT+0300,4516.9400000000005,4516.4259999999995,0.0006,0.0006
04.09.2023 06:27:51.838 GMT+0300,4516.81,4516.284000000001,0.0006,0.0006
04.09.2023 06:27:52.917 GMT+0300,4516.687,4516.167,0.0006,0.0006
04.09.2023 06:28:17.629 GMT+0300,4516.434,4515.932,0.0006,0.0006
04.09.2023 06:28:18.904 GMT+0300,4516.563,4516.052000000001,0.0006,0.0006
04.09.2023 06:28:19.303 GMT+0300,4516.431,4515.911,0.0006,0.0006
04.09.2023 06:28:19.805 GMT+0300,4516.557,4516.037,0.0006,0.0006
04.09.2023 06:28:19.934 GMT+0300,4516.428,4515.914000000001,0.0006,0.0006
04.09.2023 06:28:20.442 GMT+0300,4516.684,4516.161,0.0006,0.0006
04.09.2023 06:28:21.405 GMT+0300,4516.569,4516.043,0.0006,0.0006
04.09.2023 06:28:21.805 GMT+0300,4516.434,4515.932,0.0006,0.0006
04.09.2023 06:28:25.036 GMT+0300,4516.696,4516.179,0.0006,0.0006
04.09.2023 06:28:30.652 GMT+0300,4516.437,4515.923,0.0006,0.0006
04.09.2023 06:28:55.462 GMT+0300,4516.178,4515.6759999999995,0.0006,0.0006
04.09.2023 06:28:55.777 GMT+0300,4516.383,4515.929,0.0006,0.0006
04.09.2023 06:29:36.910 GMT+0300,4516.56,4516.04,0.0006,0.0006
04.09.2023 06:29:37.243 GMT+0300,4516.434,4515.92,0.0006,0.0006
04.09.2023 06:29:40.309 GMT+0300,4516.693,4516.1759999999995,0.0006,0.0006
04.09.2023 06:29:42.373 GMT+0300,4516.437,4515.923,0.0006,0.0006
04.09.2023 06:30:01.110 GMT+0300,4516.563,4516.049,0.0006,0.0006
04.09.2023 06:30:01.988 GMT+0300,4516.6990000000005,4516.182,0.0006,0.0006
04.09.2023 06:30:08.042 GMT+0300,4516.934,4516.42,0.0006,0.0006
04.09.2023 06:30:09.617 GMT+0300,4516.816,4516.296,0.0006,0.0006
04.09.2023 06:30:10.398 GMT+0300,4516.6900000000005,4516.1759999999995,0.0006,0.0006
04.09.2023 06:30:10.542 GMT+0300,4516.816,4516.296,0.0006,0.0006
04.09.2023 06:30:11.617 GMT+0300,4516.9490000000005,4516.414000000001,0.0006,0.0006
04.09.2023 06:30:13.079 GMT+0300,4516.696,4516.17,0.0006,0.0006
04.09.2023 06:30:13.871 GMT+0300,4516.934,4516.429,0.0006,0.0006
04.09.2023 06:30:13.985 GMT+0300,4516.816,4516.284000000001,0.0006,0.0006
04.09.2023 06:30:14.329 GMT+0300,4516.946,4516.414000000001,0.0006,0.0006
04.09.2023 06:30:24.285 GMT+0300,4516.633,4516.17,0.0006,0.0006
04.09.2023 06:30:26.079 GMT+0300,4516.807,4516.302000000001,0.0006,0.0006
04.09.2023 06:30:27.848 GMT+0300,4516.6990000000005,4516.161,0.0006,0.0006
04.09.2023 06:30:33.894 GMT+0300,4516.883,4516.42,0.0006,0.0006
04.09.2023 06:30:41.722 GMT+0300,4516.681,4516.179,0.0006,0.0006
04.09.2023 06:30:44.352 GMT+0300,4516.934,4516.42,0.0006,0.0006
04.09.2023 06:30:47.660 GMT+0300,4516.633,4516.179,0.0006,0.0006
04.09.2023 06:30:47.984 GMT+0300,4516.81,4516.281,0.0006,0.0006
04.09.2023 06:30:48.139 GMT+0300,4516.937,4516.423,0.0006,0.0006
04.09.2023 06:30:50.208 GMT+0300,4516.687,4516.161,0.0006,0.0006
04.09.2023 06:30:50.345 GMT+0300,4516.946,4516.417,0.0006,0.0006
04.09.2023 06:30:51.396 GMT+0300,4516.81,4516.347000000001,0.0006,0.0006
04.09.2023 06:30:52.355 GMT+0300,4516.6900000000005,4516.164000000001,0.0006,0.0006
04.09.2023 06:31:13.997 GMT+0300,4516.937,4516.423,0.0006,0.0006
04.09.2023 06:31:31.587 GMT+0300,4517.1990000000005,4516.661,0.0006,0.0006
04.09.2023 06:31:34.890 GMT+0300,4517.003,4516.549,0.0006,0.0006
04.09.2023 06:31:37.111 GMT+0300,4516.946,4516.429,0.0006,0.0006
04.09.2023 06:32:10.054 GMT+0300,4516.696,4516.182,0.0006,0.0006
04.09.2023 06:32:18.598 GMT+0300,4516.931,4516.423,0.0006,0.0006
04.09.2023 06:34:19.315 GMT+0300,4516.696,4516.161,0.0006,0.0006
04.09.2023 06:34:20.281 GMT+0300,4516.813,4516.302000000001,0.0006,0.0006
04.09.2023 06:34:29.563 GMT+0300,4516.946,4516.423,0.0006,0.0006
04.09.2023 06:34:46.079 GMT+0300,4516.819,4516.293,0.0006,0.0006
04.09.2023 06:34:49.197 GMT+0300,4516.678,4516.167,0.0006,0.0006
04.09.2023 06:34:53.727 GMT+0300,4516.816,4516.347000000001,0.0006,0.0006
04.09.2023 06:34:56.741 GMT+0300,4516.937,4516.477,0.0006,0.0006
04.09.2023 06:35:53.910 GMT+0300,4517.1990000000005,4516.664000000001,0.0006,0.0006
04.09.2023 06:36:17.921 GMT+0300,4516.931,4516.423,0.0006,0.0006
04.09.2023 06:36:48.255 GMT+0300,4516.681,4516.17,0.0006,0.0006
04.09.2023 06:37:00.161 GMT+0300,4516.4400000000005,4515.977,0.0006,0.0006
04.09.2023 06:37:01.574 GMT+0300,4516.196,4515.661,0.0006,0.0006
04.09.2023 06:37:02.056 GMT+0300,4516.383,4515.917,0.0006,0.0006
04.09.2023 06:37:02.453 GMT+0300,4516.193,4515.679,0.0006,0.0006
04.09.2023 06:37:02.833 GMT+0300,4516.31,4515.781,0.0006,0.0006
04.09.2023 06:37:03.376 GMT+0300,4516.184,4515.682,0.0006,0.0006
04.09.2023 06:37:04.937 GMT+0300,4516.383,4515.92,0.0006,0.0006
04.09.2023 06:37:06.044 GMT+0300,4516.178,4515.673,0.0006,0.0006
04.09.2023 06:37:06.862 GMT+0300,4516.434,4515.92,0.0006,0.0006
04.09.2023 06:37:19.413 GMT+0300,4516.178,4515.6759999999995,0.0006,0.0006
04.09.2023 06:37:21.241 GMT+0300,4516.437,4515.929,0.0006,0.0006
04.09.2023 06:37:22.079 GMT+0300,4516.319,4515.787,0.0006,0.0006
04.09.2023 06:37:22.498 GMT+0300,4516.1900000000005,4515.661,0.0006,0.0006
04.09.2023 06:37:28.660 GMT+0300,4515.931,4515.432,0.0006,0.0006
04.09.2023 06:37:29.032 GMT+0300,4516.1900000000005,4515.679,0.0006,0.0006
04.09.2023 06:37:29.511 GMT+0300,4515.883,4515.411,0.0006,0.0006
04.09.2023 06:37:37.684 GMT+0300,4516.133,4515.667,0.0006,0.0006
04.09.2023 06:37:40.655 GMT+0300,4515.934,4515.432,0.0006,0.0006
04.09.2023 06:37:45.514 GMT+0300,4516.193,4515.661,0.0006,0.0006
04.09.2023 06:38:00.151 GMT+0300,4516.431,4515.92,0.0006,0.0006
04.09.2023 06:38:00.374 GMT+0300,4516.31,4515.796,0.0006,0.0006
04.09.2023 06:38:05.438 GMT+0300,4516.434,4515.911,0.0006,0.0006
04.09.2023 06:39:05.493 GMT+0300,4516.678,4516.173,0.0006,0.0006
04.09.2023 06:39:06.756 GMT+0300,4516.569,4516.049,0.0006,0.0006
04.09.2023 06:39:07.963 GMT+0300,4516.6990000000005,4516.173,0.0006,0.0006
04.09.2023 06:39:45.106 GMT+0300,4516.5509999999995,4516.031,0.0006,0.0006
04.09.2023 06:39:45.232 GMT+0300,4516.437,4515.929,0.0006,0.0006
04.09.2023 06:39:49.410 GMT+0300,4516.554,4516.031,0.0006,0.0006
04.09.2023 06:39:50.082 GMT+0300,4516.383,4515.914000000001,0.0006,0.0006
