Time	Open	High	Low	Close	Volume
2017-02-01 14:00:00	140.98	142.3	140.98	141.5	30
2017-02-01 15:00:00	141.54	142.06	140.26	140.53	60
2017-02-01 16:00:00	140.51	140.69	139.3	140.05	60
2017-02-01 17:00:00	140.06	140.32	139.81	140.23	60
2017-02-01 18:00:00	140.22	141.12	140.2	140.72	60
2017-02-01 19:00:00	140.72	141.22	140.35	140.75	60
2017-02-01 20:00:00	140.76	140.86	140.45	140.74	60
2017-02-02 14:00:00	140.49	140.94	139.78	140.65	30
2017-02-02 15:00:00	140.63	140.72	139.93	140.47	60
2017-02-02 16:00:00	140.47	140.61	140.12	140.19	60
2017-02-02 17:00:00	140.19	140.37	139.896	140.01	60
2017-02-02 18:00:00	140.01	140.106	139.75	139.98	60
2017-02-02 19:00:00	139.99	140.027	139.11	139.23	60
2017-02-02 20:00:00	139.23	139.42	139.05	139.14	60
2017-02-03 14:00:00	139.646	140.328	139.1	139.49	30
2017-02-03 15:00:00	139.497	140.17	139.23	139.96	60
2017-02-03 16:00:00	139.96	140.22	139.47	139.88	60
2017-02-03 17:00:00	139.88	140.257	139.8	140.16	60
2017-02-03 18:00:00	140.18	140.63	140.06	140.406	60
2017-02-03 19:00:00	140.41	140.46	140.16	140.4	60
2017-02-03 20:00:00	140.4	140.42	140.136	140.23	60
2017-02-06 14:00:00	139.946	140	139.5	139.63	30
2017-02-06 15:00:00	139.66	139.66	139.15	139.47	60
2017-02-06 16:00:00	139.468	140.23	139.31	139.97	60
2017-02-06 17:00:00	139.966	140.14	139.72	139.82	60
2017-02-06 18:00:00	139.82	140.11	139.67	140.11	60
2017-02-06 19:00:00	140.11	140.49	140.05	140.34	60
2017-02-06 20:00:00	140.34	140.99	140.11	140.956	60
2017-02-07 14:00:00	141.45	142.3	141.37	141.856	30
2017-02-07 15:00:00	141.86	142.04	141.05	141.75	60
2017-02-07 16:00:00	141.75	142.12	141.12	142.1	60
2017-02-07 17:00:00	142.108	142.159	141.54	141.66	60
2017-02-07 18:00:00	141.67	143.25	141.61	143.02	60
2017-02-07 19:00:00	143.06	143.93	143.01	143.83	60
2017-02-07 20:00:00	143.83	144.25	143.68	143.98	60
2017-02-08 14:00:00	143.648	143.69	142.56	143.13	30
2017-02-08 15:00:00	143.13	143.93	142.83	143.688	60
2017-02-08 16:00:00	143.69	144.189	143.25	144.16	60
2017-02-08 17:00:00	144.159	145	144.13	144.51	60
2017-02-08 18:00:00	144.51	144.7	144.08	144.67	60
2017-02-08 19:00:00	144.67	145	144.29	144.76	60
2017-02-08 20:00:00	144.76	144.99	144.62	144.74	60
2017-02-09 14:00:00	144.97	144.97	143.6	144.26	30
2017-02-09 15:00:00	144.29	144.328	143.58	144.03	60
2017-02-09 16:00:00	144.027	144.36	143.88	144.05	60
2017-02-09 17:00:00	144.058	144.08	143.71	143.77	60
2017-02-09 18:00:00	143.77	144.279	143.76	144.18	60
2017-02-09 19:00:00	144.188	144.43	144.02	144.31	60
2017-02-09 20:00:00	144.31	144.41	143.97	144.13	60
2017-02-10 14:00:00	144.62	145.25	144.01	144.34	30
2017-02-10 15:00:00	144.335	144.939	143.98	144.52	60
2017-02-10 16:00:00	144.518	144.76	144.35	144.76	60
2017-02-10 17:00:00	144.75	145.05	144.58	144.84	60
2017-02-10 18:00:00	144.859	145.087	144.65	144.8	60
2017-02-10 19:00:00	144.816	145.11	144.8	144.84	60
2017-02-10 20:00:00	144.84	145.04	144.65	144.79	60
2017-02-13 14:00:00	145.15	145.87	144.75	144.95	30
2017-02-13 15:00:00	144.95	145.48	144.87	145.27	60
2017-02-13 16:00:00	145.27	145.32	144.48	144.53	60
2017-02-13 17:00:00	144.5	144.65	144.27	144.31	60
2017-02-13 18:00:00	144.31	144.41	144.16	144.21	60
2017-02-13 19:00:00	144.21	144.28	143.73	143.85	60
2017-02-13 20:00:00	143.84	143.94	143.04	143.19	60
2017-02-14 14:00:00	143.188	144.06	142.6	142.82	30
2017-02-14 15:00:00	142.816	142.819	140.27	140.78	60
2017-02-14 16:00:00	140.78	141.21	140.21	141	60
2017-02-14 17:00:00	141.005	141.4	140.96	141.34	60
2017-02-14 18:00:00	141.339	141.38	140.28	140.35	60
2017-02-14 19:00:00	140.357	140.57	140.04	140.45	60
2017-02-14 20:00:00	140.468	140.85	140.2	140.79	60
2017-02-15 14:00:00	140.688	142.3	140.326	141.74	30
2017-02-15 15:00:00	141.726	141.726	140.73	141.63	60
2017-02-15 16:00:00	141.63	141.63	141	141.57	60
2017-02-15 17:00:00	141.6	141.91	141.38	141.56	60
2017-02-15 18:00:00	141.58	142.18	141.31	141.99	60
2017-02-15 19:00:00	141.99	142.18	141.73	141.92	60
2017-02-15 20:00:00	141.95	142.42	141.95	142.28	60
2017-02-16 14:00:00	142.42	142.42	141.67	141.88	30
2017-02-16 15:00:00	141.88	141.88	141.07	141.26	60
2017-02-16 16:00:00	141.258	141.49	141.115	141.41	60
2017-02-16 17:00:00	141.42	141.88	141.34	141.6	60
2017-02-16 18:00:00	141.6	141.63	141.4	141.56	60
2017-02-16 19:00:00	141.565	141.83	141.49	141.76	60
2017-02-16 20:00:00	141.77	141.995	141.69	141.995	60
2017-02-17 14:00:00	141.7	142.75	141.5	142.68	30
2017-02-17 15:00:00	142.68	142.849	141.72	141.73	60
2017-02-17 16:00:00	141.749	141.81	141.25	141.59	60
2017-02-17 17:00:00	141.566	142.12	141.36	142.11	60
2017-02-17 18:00:00	142.1	142.47	142.02	142.18	60
2017-02-17 19:00:00	142.19	142.33	141.75	141.76	59
2017-02-17 20:00:00	141.77	142.209	141.77	142.209	60
2017-02-21 14:00:00	142.859	142.91	142.1	142.11	30
2017-02-21 15:00:00	142.1	143.36	141.81	143.07	60
2017-02-21 16:00:00	143.067	143.318	142.63	142.75	60
2017-02-21 17:00:00	142.76	142.82	142.39	142.5	60
2017-02-21 18:00:00	142.497	142.74	142.42	142.71	60
2017-02-21 19:00:00	142.706	142.94	142.68	142.72	60
2017-02-21 20:00:00	142.72	142.77	142.39	142.56	60
2017-02-22 14:00:00	142.889	143.1	142.16	142.85	30
2017-02-22 15:00:00	142.81	143.29	142.63	142.778	60
2017-02-22 16:00:00	142.78	143.8	142.75	143.58	60
2017-02-22 17:00:00	143.58	143.78	143.42	143.57	60
2017-02-22 18:00:00	143.58	143.99	143.45	143.85	60
2017-02-22 19:00:00	143.85	143.88	143.55	143.81	60
2017-02-22 20:00:00	143.81	143.96	143.66	143.8	60
2017-02-23 14:00:00	144.396	144.399	142.85	143.39	30
2017-02-23 15:00:00	143.39	143.41	142.43	142.517	60
2017-02-23 16:00:00	142.52	142.65	141.5	142.54	60
2017-02-23 17:00:00	142.55	142.76	142.2	142.2	60
2017-02-23 18:00:00	142.208	142.55	141.93	142.01	59
2017-02-23 19:00:00	142.01	142.54	141.94	142.47	60
2017-02-23 20:00:00	142.47	142.76	142.12	142.63	60
2017-02-24 14:00:00	141.758	142.7	141.545	142.2	30
2017-02-24 15:00:00	142.206	143.03	141.8	143.01	60
2017-02-24 16:00:00	143.01	143.05	142.74	142.93	60
2017-02-24 17:00:00	142.94	143.55	142.9	143.38	60
2017-02-24 18:00:00	143.38	143.39	143	143.23	60
2017-02-24 19:00:00	143.23	143.27	143	143.11	60
2017-02-24 20:00:00	143.11	143.23	142.85	143.22	60
2017-02-27 14:00:00	143.099	143.13	142.51	142.83	30
2017-02-27 15:00:00	142.83	143.54	142.37	143.51	60
2017-02-27 16:00:00	143.53	143.91	143.37	143.37	60
2017-02-27 17:00:00	143.38	143.555	143.28	143.3	60
2017-02-27 18:00:00	143.319	143.43	143.19	143.39	60
2017-02-27 19:00:00	143.39	143.68	143.36	143.4	60
2017-02-27 20:00:00	143.41	143.49	143.05	143.33	60
2017-02-28 14:00:00	143.247	143.49	142.6	142.808	30
2017-02-28 15:00:00	142.81	143.17	142.7	142.84	60
2017-02-28 16:00:00	142.85	143.14	142.61	142.62	60
2017-02-28 17:00:00	142.626	142.71	141.85	142.15	60
2017-02-28 18:00:00	142.14	142.55	142.12	142.55	60
2017-02-28 19:00:00	142.53	142.695	141.97	142.186	60
2017-02-28 20:00:00	142.19	142.3	141.88	142.106	60
2017-03-01 14:00:00	142.8	143.22	142.1	142.92	30
2017-03-01 15:00:00	142.939	143.25	142.32	142.67	60
2017-03-01 16:00:00	142.67	143.14	142.51	142.81	60
2017-03-01 17:00:00	142.82	143.1	142.617	142.66	60
2017-03-01 18:00:00	142.67	142.8	142.3	142.63	60
2017-03-01 19:00:00	142.64	143	142.54	142.79	60
2017-03-01 20:00:00	142.79	142.87	142.48	142.595	60
2017-03-02 14:00:00	142.139	142.665	141.25	142.4	30
2017-03-02 15:00:00	142.4	142.54	140.66	140.76	60
2017-03-02 16:00:00	140.76	140.79	139.5	140.04	60
2017-03-02 17:00:00	140.056	140.47	139.97	140.06	60
2017-03-02 18:00:00	140.08	140.21	139.61	139.82	60
2017-03-02 19:00:00	139.81	139.89	139.409	139.73	60
2017-03-02 20:00:00	139.74	139.98	139.08	139.47	60
2017-03-03 14:00:00	139.606	140.779	139.35	140.53	30
2017-03-03 15:00:00	140.537	140.87	139.2	139.57	60
2017-03-03 16:00:00	139.58	139.75	139.13	139.3	60
2017-03-03 17:00:00	139.328	139.39	138.75	139.07	60
2017-03-03 18:00:00	139.07	139.2	138.25	138.43	60
2017-03-03 19:00:00	138.43	138.98	138.42	138.75	60
2017-03-03 20:00:00	138.75	139.27	138.71	139.179	60
2017-03-06 14:00:00	140.946	142.716	140.946	142.2	30
2017-03-06 15:00:00	142.2	142.6	140.9	141.35	60
2017-03-06 16:00:00	141.34	141.66	140.95	141.1	60
2017-03-06 17:00:00	141.1	141.24	140.52	141.06	60
